classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
soup bowl,25,"['tea cup', 'plate', 'pot pie', 'consomme', 'mashed potatoes']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.2999999999999999,0.349,0.3,0.001,0.324,809,809,1158
keyboard space bar,28,"['abacus', 'typewriter keyboard', 'computer keyboard', 'accordion', 'ipod']","[0.1599999999999999, 0.1599999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999]",2.1044702769362272e-16,0.0,0.0,0.0,0.0,0.0,810,810,953
space heater,37,"['badger', 'accordion', 'trash can', 'barbershop', 'microwave oven']","[0.0999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.0199999999999999,0.077,0.02,0.0,0.048,811,811,913
space shuttle,13,"['aircraft carrier', 'airliner', 'airship', 'altar', 'analog clock']","[0.22, 0.16, 0.08, 0.04, 0.04]",0.497744584017272,0.2799999999999999,0.292,0.28,0.001,0.286,812,812,1106
spatula,42,"['apron', 'barrel', 'accordion', 'bakery', 'baluster  handrail']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.02,0.028,0.02,0.001,0.024,813,813,1177
motorboat,15,"['amphibious vehicle', 'aircraft carrier', 'catamaran', 'great white shark', 'goldfish']","[0.18, 0.08, 0.06, 0.04, 0.02]",1.039188922370416,0.42,0.875,0.42,0.0,0.648,814,814,1164
spider web,17,"['european garden spider', 'nematode', 'barn spider', 'yellow garden spider', 'badger']","[0.18, 0.1, 0.08, 0.06, 0.06]",1.121084707812288,0.2799999999999999,0.483,0.28,0.001,0.382,815,815,1162
spindle,33,"['chambered nautilus', 'barrel', 'tick', 'abacus', 'band aid']","[0.18, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2332237528390593,0.0399999999999999,0.154,0.04,0.0,0.097,816,816,1159
sports car,23,"['ambulance', 'amphibious vehicle', 'wheelbarrow', 'car wheel', 'fire truck']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.2999999999999999,0.6,0.3,0.001,0.45,817,817,1177
spotlight,32,"['oil filter', 'lampshade', 'treeing walker coonhound', 'acoustic guitar', 'altar']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.1,0.114,0.1,0.001,0.107,818,818,1183
stage,29,"['banjo', 'acoustic guitar', 'aircraft carrier', 'accordion', 'triceratops']","[0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",-0.2715454178836406,0.0599999999999999,0.25,0.06,0.0,0.155,819,819,1167
steam locomotive,10,"['analog clock', 'aircraft carrier', 'amphibious vehicle', 'wheelbarrow', 'trash can']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.02]",0.6927284074925377,0.5599999999999999,0.903,0.56,0.001,0.732,820,820,1177
through arch bridge,12,"['pier', 'aircraft carrier', 'dam', 'suspension bridge', 'crane bird']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.02]",0.6927284074925377,0.52,0.703,0.52,0.001,0.611,821,821,1031
steel drum,25,"['barrel', 'academic gown', 'barbershop', 'accordion', 'bakery']","[0.12, 0.08, 0.08, 0.06, 0.06]",0.9128709291752758,0.16,0.276,0.16,0.001,0.218,822,822,1168
stethoscope,31,"['treeing walker coonhound', 'barometer', 'barber chair', 'seat belt', 'acoustic guitar']","[0.1199999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.7500308204401287,0.0599999999999999,0.13,0.06,0.0,0.095,823,823,1174
scarf,38,"['cardigan', 'abaya', 'apron', 'christmas stocking', 'feather boa']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.1199999999999999,0.188,0.12,0.001,0.154,824,824,1163
stone wall,30,"['megalith', 'badger', 'newt', 'trilobite', 'treeing walker coonhound']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.1999999999999999,0.909,0.2,0.0,0.554,825,825,1167
stopwatch,20,"['barometer', 'analog clock', 'digital clock', 'lens cap', 'safe']","[0.3, 0.2, 0.08, 0.04, 0.04]",0.6245760126749356,0.02,0.5,0.02,0.0,0.26,826,826,962
stove,27,"['barrel', 'barber chair', 'analog clock', 'trash can', 'barbershop']","[0.1399999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.3627927530355544,0.1399999999999999,0.538,0.14,0.0,0.339,827,827,1159
strainer,39,"['barometer', 'conch', 'american lobster', 'badger', 'honeycomb']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.04,0.077,0.04,0.001,0.058,828,828,1167
tram,13,"['bus', 'ambulance', 'analog clock', 'amphibious vehicle', 'marmot']","[0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999]",0.4082482904638627,0.4399999999999999,0.667,0.44,0.001,0.554,829,829,1166
stretcher,32,"['treeing walker coonhound', 'wheelbarrow', 'apiary', 'assault rifle', 'ambulance']","[0.1399999999999999, 0.12, 0.06, 0.06, 0.04]",0.3752617725750062,0.0,0.0,0.0,0.0,0.0,830,830,1171
couch,23,"['pillow', 'quilt', 'accordion', 'apron', 'mosquito net']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.4,0.606,0.4,0.001,0.503,831,831,1165
stupa,16,"['altar', 'aircraft carrier', 'church', 'amphibious vehicle', 'analog clock']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.5599999999999999,0.8,0.56,0.001,0.68,832,832,1178
submarine,16,"['aircraft carrier', 'amphibious vehicle', 'grey whale', 'killer whale', 'airliner']","[0.2799999999999999, 0.18, 0.08, 0.04, 0.04]",0.6653451543074721,0.1399999999999999,0.538,0.14,0.0,0.339,833,833,1165
suit,22,"['academic gown', 'badger', 'trench coat', 'treeing walker coonhound', 'baluster  handrail']","[0.1999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.4191014536126727,0.2399999999999999,0.387,0.24,0.001,0.314,834,834,1178
sundial,34,"['analog clock', 'marmot', 'band aid', 'baluster  handrail', 'barometer']","[0.1399999999999999, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.08,0.4,0.08,0.0,0.24,835,835,1159
sunglasses,34,"['sunglasses.1', 'cocker spaniel', 'rhinoceros beetle', 'barbell', 'bow tie']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.1199999999999999,0.2,0.12,0.001,0.16,836,836,1184
sunglasses,34,"['sunglasses.1', 'cocker spaniel', 'rhinoceros beetle', 'barbell', 'bow tie']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.0999999999999999,0.167,0.1,0.001,0.134,836,836,1184
sunglasses,34,"['sunglasses.1', 'cocker spaniel', 'rhinoceros beetle', 'barbell', 'bow tie']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.1199999999999999,0.2,0.12,0.001,0.16,837,837,1155
sunglasses,34,"['sunglasses.1', 'cocker spaniel', 'rhinoceros beetle', 'barbell', 'bow tie']","[0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000009,0.0999999999999999,0.167,0.1,0.001,0.134,837,837,1155
sunscreen,38,"['band aid', 'barrel', 'crayfish', 'hamster', 'lotion']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.02,0.059,0.02,0.0,0.04,838,838,1088
suspension bridge,21,"['baluster  handrail', 'pier', 'aircraft carrier', 'airship', 'balloon']","[0.0999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.36,0.5,0.36,0.001,0.43,839,839,1169
mop,33,"['apron', 'broom', 'abacus', 'altar', 'maze']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.18,0.429,0.18,0.0,0.304,840,840,1162
sweatshirt,23,"['apron', 'abaya', 'lab coat', 'treeing walker coonhound', 'backpack']","[0.1399999999999999, 0.1, 0.08, 0.04, 0.04]",0.351364184463151,0.22,0.379,0.22,0.001,0.3,841,841,855
swim trunks  shorts,27,"['sunscreen', 'stingray', 'leatherback sea turtle', 'treeing walker coonhound', 'macaque']","[0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.5929270612815715,0.2199999999999999,0.44,0.22,0.001,0.33,842,842,1166
swing,36,"['wheelbarrow', 'treeing walker coonhound', 'scottish deerhound', 'frilled necked lizard', 'indian cobra']","[0.16, 0.1, 0.04, 0.02, 0.02]",0.7001217104245251,0.04,0.167,0.04,0.0,0.104,843,843,1174
electrical switch,34,"['barometer', 'barber chair', 'abacus', 'analog clock', 'modem']","[0.1199999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.507129516977032,0.0399999999999999,0.036,0.04,0.001,0.038,844,844,1170
syringe,39,"['band aid', 'scorpion', 'aircraft carrier', 'ballpoint pen', 'barrel']","[0.12, 0.06, 0.04, 0.04, 0.04]",1.2909944487358058,0.0,0.0,0.0,0.001,0.0,845,845,1171
table lamp,28,"['lampshade', 'badger', 'altar', 'apron', 'bakery']","[0.1999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5,0.1399999999999999,0.259,0.14,0.001,0.2,846,846,1188
tank,17,"['amphibious vehicle', 'aircraft carrier', 'assault rifle', 'abacus', 'barrel']","[0.42, 0.08, 0.06, 0.04, 0.04]",1.4623988592600516,0.12,0.158,0.12,0.001,0.139,847,847,1193
tape player,29,"['cd player', 'abacus', 'barber chair', 'cassette player', 'radio']","[0.1599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",1.5000000000000009,0.0399999999999999,0.1,0.04,0.0,0.07,848,848,1165
teapot,24,"['coffee mug', 'drink pitcher', 'barrel', 'tea cup', 'goldfish']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.4,0.37,0.4,0.001,0.385,849,849,1166
teddy bear,34,"['bakery', 'red king crab', 'wire fox terrier', 'soft coated wheaten terrier', 'miniature poodle']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.1599999999999999,0.421,0.16,0.0,0.29,850,850,1152
television,36,"['barbershop', 'trash can', 'home theater', 'badger', 'barber chair']","[0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.286470061706139,0.0199999999999999,0.034,0.02,0.001,0.027,851,851,1161
tennis ball,33,"['snail', 'tick', 'gossamer winged butterfly', 'golf ball', 'ping pong ball']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.18,0.643,0.18,0.0,0.412,852,852,1177
thatched roof,28,"['barn', 'marmoset', 'wheelbarrow', 'picket fence', 'trilobite']","[0.1599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.408201770543732,0.2399999999999999,0.923,0.24,0.0,0.582,853,853,1183
front curtain,20,"['altar', 'barrel', 'barbershop', 'fountain', 'chihuahua']","[0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.017952296026957,0.42,0.656,0.42,0.001,0.538,854,854,1124
thimble,28,"['band aid', 'apron', 'ladybug', 'trash can', 'barrel']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.2599999999999999,0.333,0.26,0.001,0.296,855,855,1169
threshing machine,18,"['wheelbarrow', 'combine harvester', 'amphibious vehicle', 'tractor', 'ox']","[0.24, 0.08, 0.06, 0.06, 0.04]",1.3889087438578842,0.2,0.37,0.2,0.001,0.285,856,856,1174
throne,16,"['altar', 'barber chair', 'night snake', 'apron', 'rocking chair']","[0.5, 0.08, 0.04, 0.04, 0.04]",1.4733115283341658,0.08,0.286,0.08,0.0,0.183,857,857,889
tile roof,27,"['barrel', 'chain link fence', 'hen', 'accordion', 'bakery']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.2799999999999999,0.56,0.28,0.001,0.42,858,858,1173
toaster,37,"['barber chair', 'sewing machine', 'bakery', 'balloon', 'tool kit']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.06,0.136,0.06,0.0,0.098,859,859,1159
tobacco shop,14,"['barbershop', 'bakery', 'analog clock', 'bookstore', 'traffic or street sign']","[0.2999999999999999, 0.1599999999999999, 0.0999999999999999, 0.0999999999999999, 0.0399999999999999]",0.8574105609202897,0.1199999999999999,0.375,0.12,0.0,0.248,860,860,1110
toilet seat,33,"['barber chair', 'barrel', 'treeing walker coonhound', 'altar', 'wheelbarrow']","[0.1, 0.08, 0.06, 0.06, 0.06]",0.8437500000000009,0.0,0.0,0.0,0.0,0.0,861,861,1183
torch,26,"['matchstick', 'tusker', 'red king crab', 'yorkshire terrier', 'cocker spaniel']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.26,0.325,0.26,0.001,0.292,862,862,1158
totem pole,23,"['barn', 'barrel', 'trash can', 'triceratops', 'asian elephant']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.2799999999999999,0.7,0.28,0.0,0.49,863,863,1186
tow truck,22,"['amphibious vehicle', 'garbage truck', 'ambulance', 'wheelbarrow', 'analog clock']","[0.2999999999999999, 0.1, 0.08, 0.06, 0.04]",1.333475326941583,0.04,0.074,0.04,0.001,0.057,864,864,1171
toy store,24,"['bakery', 'barbershop', 'aircraft carrier', 'jellyfish', 'american lobster']","[0.38, 0.12, 0.04, 0.02, 0.02]",1.2578568099373415,0.04,0.25,0.04,0.0,0.145,865,865,1166
tractor,16,"['wheelbarrow', 'threshing machine', 'barrel', 'amphibious vehicle', 'trash can']","[0.2799999999999999, 0.1399999999999999, 0.1, 0.08, 0.04]",0.959449613879975,0.12,0.188,0.12,0.001,0.154,866,866,1166
semi trailer truck,20,"['amphibious vehicle', 'ambulance', 'balloon', 'tow truck', 'aircraft carrier']","[0.1399999999999999, 0.08, 0.06, 0.06, 0.04]",1.0179522960269571,0.2799999999999999,0.378,0.28,0.001,0.329,867,867,1163
tray,41,"['dungeness crab', 'badger', 'altar', 'analog clock', 'apron']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.02,0.125,0.02,0.0,0.072,868,868,1175
trench coat,25,"['academic gown', 'lab coat', 'suit', 'scottish deerhound', 'aircraft carrier']","[0.1, 0.1, 0.08, 0.04, 0.04]",-0.2115471544831132,0.22,0.324,0.22,0.001,0.272,869,869,943
tricycle,28,"['wheelbarrow', 'moped', 'apron', 'rickshaw', 'eastern hog nosed snake']","[0.2999999999999999, 0.06, 0.04, 0.04, 0.02]",1.445615055692068,0.08,0.222,0.08,0.0,0.151,870,870,1174
trimaran,12,"['catamaran', 'schooner', 'aircraft carrier', 'amphibious vehicle', 'hunting bow']","[0.22, 0.2, 0.06, 0.04, 0.02]",0.3573648417815542,0.32,0.471,0.32,0.001,0.395,871,871,1185
tripod,32,"['assault rifle', 'barbershop', 'accordion', 'aircraft carrier', 'backpack']","[0.08, 0.08, 0.04, 0.04, 0.04]",0.4082482904638644,0.1399999999999999,0.368,0.14,0.0,0.254,872,872,1038
"triumphal arch, arch of orange, arch of titus",14,"['altar', 'norfolk terrier', 'old english sheepdog', 'siberian husky', 'ambulance']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.64,0.744,0.64,0.001,0.692,873,873,1178
bus,7,"['ambulance', 'amphibious vehicle', 'school bus', 'tram', 'jeep']","[0.3199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0199999999999999]",1.2611955484056123,0.3799999999999999,0.487,0.38,0.001,0.434,874,874,1167
trombone,32,"['accordion', 'cornet', 'treeing walker coonhound', 'aircraft carrier', 'banjo']","[0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.2115471544831142,0.0799999999999999,0.089,0.08,0.001,0.084,875,875,1180
hot tub,36,"['samoyed', 'badger', 'accordion', 'analog clock', 'band aid']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.12,0.24,0.12,0.001,0.18,876,876,1174
turnstile,23,"['barbershop', 'barber chair', 'abacus', 'baluster  handrail', 'analog clock']","[0.2, 0.12, 0.06, 0.06, 0.04]",0.8682180138565583,0.12,0.353,0.12,0.0,0.236,877,877,1154
typewriter keyboard,25,"['abacus', 'assault rifle', 'barrel', 'analog clock', 'backpack']","[0.26, 0.06, 0.06, 0.04, 0.04]",1.458124996146129,0.1,0.132,0.1,0.001,0.116,878,878,1177
umbrella,37,"['academic gown', 'balloon', 'stingray', 'newt', 'leatherback sea turtle']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.1999999999999999,0.5,0.2,0.0,0.35,879,879,1169
unicycle,28,"['wheelbarrow', 'treeing walker coonhound', 'baluster  handrail', 'asian elephant', 'apiary']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.2,0.294,0.2,0.001,0.247,880,880,1142
upright piano,18,"['grand piano', 'baluster  handrail', 'abacus', 'accordion', 'barber chair']","[0.16, 0.12, 0.04, 0.04, 0.04]",0.5929270612815718,0.34,0.386,0.34,0.001,0.363,881,881,1152
vacuum cleaner,31,"['barber chair', 'barbershop', 'analog clock', 'bernese mountain dog', 'accordion']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.06,0.068,0.06,0.001,0.064,882,882,1165
vase,37,"['teapot', 'altar', 'tiger cat', 'siamese cat', 'hamster']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.04,0.083,0.04,0.0,0.062,883,883,1175
vaulted or arched ceiling,7,"['altar', 'pipe organ', 'border terrier', 'snow leopard', 'analog clock']","[0.6, 0.06, 0.02, 0.02, 0.02]",1.4831964851433623,0.24,0.545,0.24,0.0,0.392,884,884,1171
velvet fabric,35,"['apron', 'kingsnake', 'treeing walker coonhound', 'toy poodle', 'altar']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.08,0.308,0.08,0.0,0.194,885,885,956
vending machine,14,"['bakery', 'barbershop', 'barrel', 'medicine cabinet', 'refrigerator']","[0.22, 0.2, 0.04, 0.04, 0.04]",0.4257493900822456,0.2799999999999999,0.286,0.28,0.001,0.283,886,886,1184
vestment,25,"['altar', 'apron', 'miniature pinscher', 'academic gown', 'pajamas']","[0.36, 0.1, 0.04, 0.04, 0.04]",1.3787891938957204,0.02,0.25,0.02,0.0,0.135,887,887,1164
viaduct,15,"['barn', 'altar', 'construction crane', 'terrapin', 'scottish deerhound']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.62,0.969,0.62,0.001,0.794,888,888,1150
violin,28,"['acoustic guitar', 'banjo', 'accordion', 'marmot', 'barbershop']","[0.1399999999999999, 0.1, 0.08, 0.04, 0.04]",0.351364184463151,0.1,0.167,0.1,0.001,0.134,889,889,1170
volleyball,19,"['basketball', 'balance beam', 'hunting bow', 'racket', 'swim trunks  shorts']","[0.2199999999999999, 0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.5321811563901739,0.1599999999999999,1.0,0.16,0.0,0.58,890,890,1154
waffle iron,35,"['bakery', 'abacus', 'apiary', 'barrel', 'barometer']","[0.1599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.3703729243142675,0.0,0.0,0.0,0.0,0.0,891,891,1023
wall clock,16,"['barometer', 'analog clock', 'dalmatian', 'triceratops', 'trilobite']","[0.3800000000000001, 0.3, 0.04, 0.02, 0.02]",0.4812056324212783,0.02,0.037,0.02,0.001,0.028,892,892,1159
wallet,37,"['apron', 'band aid', 'abacus', 'accordion', 'backpack']","[0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.1500493356615298,0.0,0.0,0.0,0.0,0.0,893,893,1183
wardrobe,25,"['sliding door', 'altar', 'shoe store', 'night snake', 'koala']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.38,0.5,0.38,0.001,0.44,894,894,1166
military aircraft,11,"['airliner', 'aircraft carrier', 'airship', 'amphibious vehicle', 'triceratops']","[0.26, 0.22, 0.04, 0.04, 0.02]",0.4387438934899368,0.2999999999999999,0.536,0.3,0.001,0.418,895,895,1183
sink,34,"['barometer', 'soap dispenser', 'bakery', 'barber chair', 'bathtub']","[0.0799999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638624,0.0799999999999999,0.308,0.08,0.0,0.194,896,896,1162
washing machine,30,"['barometer', 'baluster  handrail', 'analog clock', 'barbershop', 'aircraft carrier']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.08,0.085,0.08,0.001,0.082,897,897,1178
water bottle,36,"['barrel', 'soft coated wheaten terrier', 'apiary', 'water jug', 'wine bottle']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.1,0.238,0.1,0.0,0.169,898,898,1177
water jug,32,"['wheelbarrow', 'coffeemaker', 'trash can', 'band aid', 'barrel']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999]",0.4082482904638611,0.0,0.0,0.0,0.0,0.0,899,899,1194
water tower,8,"['airship', 'balloon', 'flagpole', 'harvestman', 'trash can']","[0.18, 0.1399999999999999, 0.04, 0.02, 0.02]",0.4802257805361411,0.54,0.587,0.54,0.001,0.564,900,900,1164
whiskey jug,24,"['barrel', 'coffee mug', 'soda bottle', 'drink pitcher', 'red wine']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.34,0.773,0.34,0.0,0.556,901,901,963
whistle,45,"['clothes iron', 'bottle cap', 'tool kit', 'syringe', 'jellyfish']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.0,0.0,0.0,0.0,0.0,902,902,1171
hair wig,18,"['feather boa', 'hair dryer', 'lipstick', 'bra', 'irish setter']","[0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",-0.8437500000000003,0.4999999999999999,0.641,0.5,0.001,0.57,903,903,1161
window screen,28,"['chain link fence', 'window shade', 'desk', 'jay', 'trilobite']","[0.08, 0.08, 0.04, 0.02, 0.02]",0.2115471544831129,0.3,0.556,0.3,0.001,0.428,904,904,1176
window shade,26,"['baluster  handrail', 'altar', 'sliding door', 'barber chair', 'snail']","[0.08, 0.06, 0.06, 0.04, 0.02]",-0.2715454178836395,0.32,0.242,0.32,0.001,0.281,905,905,1162
windsor tie,25,"['bow tie', 'suit', 'band aid', 'apron', 'barbershop']","[0.1199999999999999, 0.1199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999]",-2.424349759030533e-16,0.1599999999999999,0.348,0.16,0.0,0.254,906,906,1077
wine bottle,28,"['red wine', 'beer bottle', 'bakery', 'barrel', 'goldfish']","[0.08, 0.06, 0.04, 0.04, 0.02]",0.2715454178836398,0.2999999999999999,0.242,0.3,0.001,0.271,907,907,1166
airplane wing,12,"['airliner', 'aircraft carrier', 'airship', 'military aircraft', 'goldfish']","[0.5, 0.1, 0.08, 0.06, 0.02]",1.4142796769346353,0.1,0.556,0.1,0.0,0.328,908,908,1167
wok,33,"['american lobster', 'dungeness crab', 'red king crab', 'trash can', 'hamster']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.8675276172357081,0.0199999999999999,0.111,0.02,0.0,0.066,909,909,1175
wooden spoon,34,"['cockroach', 'hamster', 'acoustic guitar', 'conch', 'american lobster']","[0.06, 0.06, 0.06, 0.04, 0.04]",-0.4082482904638644,0.1,0.333,0.1,0.0,0.217,910,910,1160
wool,34,"['cardigan', 'band aid', 'spindle', 'sea anemone', 'badger']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.06,0.3,0.06,0.0,0.18,911,911,1172
