classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
weasel,19,"['black footed ferret', 'otter', 'skunk', 'badger', 'beaver']","[0.12, 0.08, 0.06, 0.06, 0.04]",0.7500308204401281,0.34,0.333,0.34,0.001,0.336,356,263
mink,22,"['otter', 'oil filter', 'beaver', 'mousetrap', 'weasel']","[0.16, 0.12, 0.08, 0.08, 0.06]",0.6288941186718154,0.08,0.5,0.08,0.0,0.29,357,100
european polecat,21,"['black footed ferret', 'weasel', 'skunk', 'hamster', 'hook']","[0.2999999999999999, 0.18, 0.1, 0.06, 0.04]",0.7292677273916439,0.0,0.0,0.0,0.0,0.0,358,0
black footed ferret,12,"['hamster', 'weasel', 'siamese cat', 'skunk', 'computer mouse']","[0.2, 0.18, 0.04, 0.04, 0.04]",0.4306707618458614,0.36,0.439,0.36,0.001,0.399,359,241
otter,11,"['sea lion', 'weasel', 'oil filter', 'teddy bear', 'american dipper']","[0.12, 0.08, 0.04, 0.04, 0.02]",0.6288941186718158,0.5800000000000001,0.367,0.58,0.002,0.474,360,653
skunk,10,"['oil filter', 'siamese cat', 'hook', 'shih tzu', 'yorkshire terrier']","[0.1399999999999999, 0.06, 0.04, 0.02, 0.02]",1.1210847078122883,0.6200000000000001,0.674,0.62,0.001,0.647,361,178
badger,16,"['mongoose', 'skunk', 'porcupine', 'oil filter', 'chickadee']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.56,0.824,0.56,0.001,0.692,362,75
armadillo,14,"['oil filter', 'snail', 'slug', 'komodo dragon', 'american alligator']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.64,0.78,0.64,0.001,0.71,363,78
three toed sloth,7,"['geoffroys spider monkey', 'oil filter', 'jaguar', 'fox squirrel', 'otter']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8200000000000001,0.661,0.82,0.001,0.74,364,108
orangutan,10,"['chimpanzee', 'geoffroys spider monkey', 'red panda', 'koala', 'dingo']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.74,0.755,0.74,0.001,0.748,365,306
gorilla,9,"['chimpanzee', 'american black bear', 'sea lion', 'schipperke', 'baboon']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.74,0.536,0.74,0.001,0.638,366,867
chimpanzee,13,"['gorilla', 'hen', 'vulture', 'echidna', 'boston terrier']","[0.2199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5,0.5399999999999999,0.5,0.54,0.001,0.52,367,259
gibbon,13,"['langur', 'llama', 'red panda', 'indri', 'chain link fence']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.5599999999999999,0.757,0.56,0.001,0.659,368,136
siamang,21,"['chimpanzee', 'gorilla', 'geoffroys spider monkey', 'ostrich', 'flat coated retriever']","[0.22, 0.2, 0.06, 0.04, 0.04]",0.4026563426231829,0.08,0.667,0.08,0.0,0.374,369,48
guenon,11,"['baboon', 'langur', 'geoffroys spider monkey', 'hook', 'oil filter']","[0.12, 0.08, 0.08, 0.04, 0.04]",0.3436215967445453,0.52,0.703,0.52,0.001,0.611,370,85
patas monkey,19,"['baboon', 'macaque', 'proboscis monkey', 'langur', 'wallaby']","[0.12, 0.08, 0.08, 0.06, 0.04]",0.3700366501636191,0.32,0.889,0.32,0.0,0.604,371,43
baboon,8,"['macaque', 'oil filter', 'jay', 'wallaby', 'brown bear']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8000000000000002,0.606,0.8,0.001,0.703,372,279
macaque,12,"['baboon', 'siamese cat', 'langur', 'american black bear', 'otter']","[0.12, 0.04, 0.04, 0.02, 0.02]",1.2864700617061366,0.62,0.525,0.62,0.001,0.572,373,588
langur,22,"['macaque', 'titi monkey', 'guenon', 'geoffroys spider monkey', 'ring tailed lemur']","[0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.5929270612815715,0.36,0.45,0.36,0.001,0.405,374,224
black and white colobus,12,"['guenon', 'ostrich', 'chickadee', 'flat coated retriever', 'mexican hairless dog xoloitzcuintli']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7400000000000001,0.86,0.74,0.001,0.8,375,110
proboscis monkey,6,"['langur', 'common squirrel monkey', 'hornbill', 'koala', 'treeing walker coonhound']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.8199999999999998,0.854,0.82,0.001,0.837,376,57
marmoset,16,"['macaque', 'common squirrel monkey', 'hamster', 'fox squirrel', 'oil filter']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.54,0.818,0.54,0.001,0.679,377,107
white headed capuchin,15,"['chimpanzee', 'toucan', 'cocker spaniel', 'american black bear', 'three toed sloth']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.6600000000000001,0.589,0.66,0.001,0.624,378,160
howler monkey,9,"['geoffroys spider monkey', 'gorilla', 'three toed sloth', 'american black bear', 'black and white colobus']","[0.2, 0.1, 0.08, 0.04, 0.02]",0.7946382935984533,0.48,0.686,0.48,0.001,0.583,379,66
titi monkey,15,"['common squirrel monkey', 'howler monkey', 'white headed capuchin', 'orangutan', 'geoffroys spider monkey']","[0.18, 0.1, 0.06, 0.04, 0.04]",0.9593861448050256,0.34,0.34,0.34,0.001,0.34,380,120
geoffroys spider monkey,20,"['white headed capuchin', 'common squirrel monkey', 'titi monkey', 'chimpanzee', 'orangutan']","[0.12, 0.1, 0.08, 0.06, 0.04]",-3.679904200040098e-16,0.24,0.261,0.24,0.001,0.25,381,190
common squirrel monkey,8,"['titi monkey', 'geoffroys spider monkey', 'macaque', 'shih tzu', 'marmoset']","[0.3999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.462398859260052,0.3999999999999999,0.465,0.4,0.001,0.432,382,191
ring tailed lemur,10,"['oil filter', 'bald eagle', 'wallaby', 'koala', 'tabby cat']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7800000000000001,0.75,0.78,0.001,0.765,383,278
indri,11,"['koala', 'ring tailed lemur', 'langur', 'howler monkey', 'oil filter']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.6399999999999999,0.762,0.64,0.001,0.701,384,73
asian elephant,14,"['african bush elephant', 'tusker', 'triceratops', 'bloodhound', 'weimaraner']","[0.16, 0.1399999999999999, 0.02, 0.02, 0.02]",0.4379882812500004,0.4599999999999999,0.434,0.46,0.001,0.447,385,706
african bush elephant,7,"['tusker', 'asian elephant', 'pig', 'orangutan', 'macaque']","[0.16, 0.08, 0.02, 0.02, 0.02]",0.9736654935686996,0.66,0.55,0.66,0.001,0.605,386,432
red panda,4,"['giant panda', 'husky', 'mongoose', 'prison']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.9,0.726,0.9,0.001,0.813,387,362
giant panda,1,['siamese cat'],[0.02],0.0,0.98,0.742,0.98,0.001,0.861,388,720
snoek fish,13,"['oil filter', 'tench', 'silver salmon', 'fishing casting reel', 'garter snake']","[0.48, 0.1399999999999999, 0.1399999999999999, 0.04, 0.02]",1.1729354279402175,0.02,0.2,0.02,0.0,0.11,389,8
eel,18,"['coral reef', 'oil filter', 'banded gecko', 'water snake', 'brain coral']","[0.12, 0.08, 0.04, 0.04, 0.04]",0.8437499999999996,0.4,0.37,0.4,0.001,0.385,390,158
silver salmon,14,"['oil filter', 'fishing casting reel', 'goldfish', 'eel', 'electric ray']","[0.3, 0.08, 0.04, 0.04, 0.02]",1.3743239611920848,0.3400000000000001,0.548,0.34,0.001,0.444,391,20
rock beauty fish,7,"['coral reef', 'brain coral', 'sea slug', 'bee', 'eel']","[0.12, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.7600000000000001,0.974,0.76,0.001,0.867,392,14
clownfish,6,"['sea anemone', 'coral reef', 'tailed frog', 'candy store', 'oxygen mask']","[0.3, 0.06, 0.02, 0.02, 0.02]",1.4286267334338285,0.5599999999999999,0.824,0.56,0.001,0.692,393,605
sturgeon,14,"['oil filter', 'dugong', 'coral reef', 'tiger shark', 'stingray']","[0.1999999999999999, 0.0999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.9438510039004184,0.4399999999999999,0.688,0.44,0.001,0.564,394,75
gar fish,18,"['oil filter', 'sturgeon', 'stingray', 'centipede', 'goldfish']","[0.2999999999999999, 0.08, 0.06, 0.04, 0.02]",1.3577270894181968,0.24,0.75,0.24,0.0,0.495,395,181
lionfish,5,"['sea urchin', 'zebra', 'oil filter', 'window shade', 'coral reef']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.789,0.9,0.001,0.844,396,234
pufferfish,15,"['eel', 'coral reef', 'goldfish', 'loggerhead sea turtle', 'brain coral']","[0.1, 0.08, 0.04, 0.04, 0.04]",0.5929270612815714,0.48,0.667,0.48,0.001,0.574,397,265
abacus,7,"['oil filter', 'pill bottle', 'high speed train', 'diaper', 'letter opener']","[0.22, 0.04, 0.02, 0.02, 0.02]",1.4647502140275708,0.64,0.8,0.64,0.001,0.72,398,57
abaya,14,"['oil filter', 'cloak', 'sweatshirt', 'balaclava ski mask', 'scarf']","[0.24, 0.12, 0.08, 0.04, 0.04]",0.9704949588309452,0.26,0.52,0.26,0.001,0.39,399,241
academic gown,7,"['oil filter', 'graduation cap', 'cloak', 'library', 'military uniform']","[0.2999999999999999, 0.26, 0.04, 0.02, 0.02]",0.4291727998980211,0.32,0.667,0.32,0.0,0.494,400,938
accordion,9,"['oil filter', 'keyboard space bar', 'banjo', 'cuirass', 'filing cabinet']","[0.16, 0.1, 0.02, 0.02, 0.02]",0.7248508670262638,0.6,0.833,0.6,0.001,0.716,401,956
acoustic guitar,9,"['oil filter', 'electric guitar', 'stage', 'banjo', 'cello']","[0.1599999999999999, 0.1399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.398937095409297,0.5399999999999999,0.587,0.54,0.001,0.564,402,643
aircraft carrier,10,"['oil filter', 'airliner', 'ocean liner', 'airship', 'crash helmet']","[0.2399999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.9344459927289316,0.42,0.913,0.42,0.0,0.666,403,297
airliner,0,[],[],0.0,1.0,0.391,1.0,0.003,0.696,404,917
airship,6,"['airliner', 'oil filter', 'balloon', 'obelisk', 'suspension bridge']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.84,0.712,0.84,0.001,0.776,405,360
altar,14,"['oil filter', 'vaulted or arched ceiling', 'vestment', 'church', 'prayer rug']","[0.1, 0.06, 0.06, 0.04, 0.04]",0.9128709291752772,0.5,0.758,0.5,0.001,0.629,406,413
ambulance,4,"['minibus', 'minivan', 'police van', 'oil filter']","[0.12, 0.08, 0.04, 0.02]",0.2780305556539625,0.74,0.514,0.74,0.001,0.627,407,417
amphibious vehicle,10,"['tank', 'oil filter', 'motorboat', 'high speed train', 'chain link fence']","[0.34, 0.18, 0.16, 0.02, 0.02]",0.4478905051427935,0.18,0.068,0.18,0.003,0.124,408,885
analog clock,9,"['wall clock', 'oil filter', 'stopwatch', 'bottle cap', 'mobile phone']","[0.2199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.2143286722953988,0.5399999999999999,0.276,0.54,0.002,0.408,409,359
apiary,5,"['honeycomb', 'mobile home', 'oil filter', 'park bench', 'messenger bag']","[0.1399999999999999, 0.04, 0.04, 0.04, 0.02]",1.3703729243142675,0.7200000000000001,0.857,0.72,0.001,0.788,410,306
apron,17,"['oil filter', 'messenger bag', 'pillow', 'quilt', 'hen']","[0.26, 0.12, 0.1, 0.06, 0.02]",0.8549437766180208,0.2,0.455,0.2,0.0,0.328,411,295
trash can,17,"['oil filter', 'mailbox', 'bucket', 'porcupine', 'parking meter']","[0.3600000000000001, 0.12, 0.06, 0.04, 0.04]",1.3013771836671797,0.1399999999999999,0.389,0.14,0.0,0.264,412,346
assault rifle,12,"['rifle', 'oil filter', 'tripod', 'balaclava ski mask', 'military hat bearskin or shako']","[0.2399999999999999, 0.18, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.4867013311975832,0.3199999999999999,0.615,0.32,0.001,0.468,413,466
backpack,10,"['messenger bag', 'oil filter', 'jeans', 'purse', 'broom']","[0.36, 0.2199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",0.7071304463908709,0.1999999999999999,0.333,0.2,0.001,0.266,414,820
bakery,18,"['oil filter', 'candy store', 'baguette', 'menu', 'ice cream']","[0.2999999999999999, 0.08, 0.08, 0.04, 0.04]",1.3756498423749262,0.18,0.205,0.18,0.001,0.192,415,535
balance beam,12,"['oil filter', 'gymnastic horizontal bar', 'one piece bathing suit', 'rose hip', 'dragonfly']","[0.22, 0.18, 0.08, 0.04, 0.02]",0.3133036679214676,0.32,0.211,0.32,0.002,0.266,416,914
balloon,6,"['oil filter', 'parachute', 'spiral or coil', 'combine harvester', 'mobile home']","[0.18, 0.1, 0.02, 0.02, 0.02]",0.8437499999999996,0.64,0.571,0.64,0.001,0.605,417,3281
ballpoint pen,24,"['oil filter', 'high speed train', 'screwdriver', 'water bottle', 'giant panda']","[0.18, 0.08, 0.08, 0.04, 0.02]",0.8591166119723823,0.22,0.113,0.22,0.002,0.166,418,153
band aid,22,"['oil filter', 'sock', 'diaper', 'envelope', 'lipstick']","[0.4, 0.1, 0.04, 0.04, 0.04]",1.403514156350091,0.02,1.0,0.02,0.0,0.51,419,40
banjo,5,"['oil filter', 'electric guitar', 'acoustic guitar', 'airship', 'harp']","[0.0799999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.5929270612815712,0.7999999999999998,0.87,0.8,0.001,0.835,420,389
baluster  handrail,12,"['oil filter', 'balance beam', 'spiral or coil', 'high speed train', 'cradle']","[0.12, 0.04, 0.04, 0.02, 0.02]",1.2864700617061366,0.62,0.437,0.62,0.001,0.528,421,697
barbell,18,"['oil filter', 'dumbbell', 'screw', 'rose hip', 'barrel']","[0.18, 0.06, 0.04, 0.04, 0.02]",1.3210869678752717,0.4,0.455,0.4,0.001,0.428,422,313
barber chair,7,"['oil filter', 'barbershop', 'messenger bag', 'vespa', 'patio']","[0.22, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.66,0.805,0.66,0.001,0.732,423,158
barbershop,10,"['oil filter', 'barber chair', 'menu', 'trash can', 'automated teller machine']","[0.5, 0.1399999999999999, 0.08, 0.02, 0.02]",1.2832119003429128,0.1399999999999999,0.636,0.14,0.0,0.388,424,248
barn,6,"['oil filter', 'great grey owl', 'balance beam', 'boathouse', 'dining table']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8599999999999999,0.782,0.86,0.001,0.821,425,458
barometer,10,"['analog clock', 'wall clock', 'stopwatch', 'ring binder', 'brass memorial plaque']","[0.12, 0.08, 0.06, 0.02, 0.02]",0.3513641844631532,0.6,0.732,0.6,0.001,0.666,426,36
barrel,13,"['oil filter', 'rain barrel', 'balloon', 'beer glass', 'coffee mug']","[0.16, 0.08, 0.02, 0.02, 0.02]",0.9736654935686996,0.54,0.509,0.54,0.001,0.524,427,781
wheelbarrow,14,"['oil filter', 'dobermann', 'trash can', 'bell or wind chime', 'carved pumpkin']","[0.2799999999999999, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.4600000000000001,0.697,0.46,0.001,0.578,428,304
baseball,14,"['oil filter', 'baseball player', 'bottle cap', 'chain link fence', 'golf ball']","[0.44, 0.2, 0.06, 0.04, 0.04]",1.037788506826156,0.02,0.333,0.02,0.0,0.177,429,24201
basketball,5,"['volleyball', 'oil filter', 'snail', 'soccer ball', 'rose hip']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.84,0.824,0.84,0.001,0.832,430,860
bassinet,14,"['oil filter', 'quilt', 'cradle', 'diaper', 'four poster bed']","[0.18, 0.1, 0.08, 0.06, 0.04]",0.8978957037987324,0.32,0.296,0.32,0.001,0.308,431,445
bassoon,15,"['oil filter', 'oboe', 'ballpoint pen', 'stick insect', 'assault rifle']","[0.4, 0.08, 0.04, 0.02, 0.02]",1.418940018198113,0.24,1.0,0.24,0.0,0.62,432,27
swimming cap,8,"['oil filter', 'bra', 'one piece bathing suit', 'shower cap', 'bathtub']","[0.24, 0.04, 0.04, 0.04, 0.02]",1.4658627908547488,0.5599999999999999,0.549,0.56,0.001,0.554,433,378
bath towel,31,"['oil filter', 'poke bonnet', 'wool', 'bathtub', 'handkerchief']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.04]",0.1579875514375947,0.0,0.0,0.0,0.0,0.0,434,81
bathtub,9,"['oil filter', 'bra', 'siamese cat', 'baby bib', 'mixing bowl']","[0.2, 0.04, 0.02, 0.02, 0.02]",1.456547284601344,0.6200000000000001,0.277,0.62,0.002,0.448,435,2243
station wagon,13,"['minivan', 'radiator grille', 'car wheel', 'oil filter', 'convertible']","[0.1, 0.08, 0.06, 0.06, 0.04]",0.2715454178836392,0.4599999999999999,0.548,0.46,0.001,0.504,436,366
lighthouse,6,"['oil filter', 'breakwater', 'spiral or coil', 'dome', 'through arch bridge']","[0.38, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.52,0.703,0.52,0.001,0.611,437,9887
beaker,17,"['oil filter', 'metal nail', 'measuring cup', 'mixing bowl', 'plate']","[0.2999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.3276629577631582,0.2199999999999999,0.5,0.22,0.0,0.36,438,153
military hat bearskin or shako,2,"['oil filter', 'wool']","[0.06, 0.02]",0.0,0.92,0.852,0.92,0.001,0.886,439,272
beer bottle,10,"['bottle cap', 'beer glass', 'oil filter', 'sidewinder rattlesnake', 'chain']","[0.22, 0.06, 0.04, 0.02, 0.02]",1.361323120053111,0.54,0.365,0.54,0.001,0.452,440,550
beer glass,10,"['oil filter', 'metal nail', 'beer bottle', 'coffee mug', 'sea cucumber']","[0.1399999999999999, 0.12, 0.08, 0.04, 0.02]",-1.697005420795505e-15,0.5,0.521,0.5,0.001,0.51,441,703
bell tower,12,"['oil filter', 'bell or wind chime', 'church', 'analog clock', 'lighthouse']","[0.26, 0.18, 0.18, 0.06, 0.04]",-0.0226786085786245,0.1,0.385,0.1,0.0,0.242,442,171
baby bib,18,"['oil filter', 'handkerchief', 'diaper', 'tusker', 'giant panda']","[0.2599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.404136155909811,0.3399999999999999,0.436,0.34,0.001,0.388,443,138
tandem bicycle,12,"['oil filter', 'crash helmet', 'chain', 'moped', 'racket']","[0.2199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4565472846013443,0.4599999999999999,0.958,0.46,0.0,0.709,444,70
bikini,11,"['bra', 'oil filter', 'swimming cap', 'lipstick', 'rose hip']","[0.2799999999999999, 0.12, 0.08, 0.06, 0.04]",1.172401924977744,0.3,0.306,0.3,0.001,0.303,445,577
ring binder,18,"['oil filter', 'notebook computer', 'wallet', 'tray', 'cardboard box  carton']","[0.26, 0.2, 0.1, 0.06, 0.04]",0.4070519320827337,0.04,0.182,0.04,0.0,0.111,446,139
binoculars,15,"['oil filter', 'cannon', 'baboon', 'wheelbarrow', 'brass memorial plaque']","[0.44, 0.04, 0.02, 0.02, 0.02]",1.4919894881741165,0.26,0.591,0.26,0.0,0.426,447,165
birdhouse,12,"['oil filter', 'pole', 'bell or wind chime', 'dome', 'lampshade']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.6200000000000001,0.689,0.62,0.001,0.654,448,286
boathouse,4,"['oil filter', 'pier', 'barn', 'picket fence']","[0.7200000000000001, 0.06, 0.04, 0.02]",1.1467348068408416,0.16,0.727,0.16,0.0,0.444,449,163
bobsleigh,16,"['oil filter', 'race car', 'crash helmet', 'vespa', 'balaclava ski mask']","[0.3199999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.3435047268380669,0.2399999999999999,0.923,0.24,0.0,0.582,450,21
bolo tie,22,"['oil filter', 'necklace', 'brass memorial plaque', 'hook', 'analog clock']","[0.2999999999999999, 0.18, 0.12, 0.04, 0.02]",0.507580254465081,0.0,0.0,0.0,0.0,0.0,451,16
poke bonnet,18,"['oil filter', 'wool', 'baby bib', 'dishcloth', 'sombrero']","[0.24, 0.16, 0.04, 0.04, 0.04]",0.6817327184847222,0.22,0.19,0.22,0.001,0.205,452,414
bookcase,10,"['oil filter', 'china cabinet', 'entertainment center', 'chiffonier', 'wardrobe']","[0.1, 0.08, 0.08, 0.06, 0.06]",0.3436215967445442,0.5,0.379,0.5,0.001,0.44,453,3215
bookstore,10,"['oil filter', 'library', 'bookcase', 'toucan', 'keeshond']","[0.3, 0.16, 0.1, 0.02, 0.02]",0.6851929863599667,0.3,0.536,0.3,0.001,0.418,454,307
bottle cap,16,"['oil filter', 'necklace', 'saharan horned viper', 'snail', 'leaf beetle']","[0.1399999999999999, 0.08, 0.02, 0.02, 0.02]",0.8437499999999999,0.5000000000000001,0.168,0.5,0.003,0.334,455,388
hunting bow,17,"['oil filter', 'knot', 'pole', 'american lobster', 'ballpoint pen']","[0.3199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4778827833509554,0.3199999999999999,0.889,0.32,0.0,0.604,456,882
bow tie,15,"['oil filter', 'cowboy hat', 'sandal', 'baby bib', 'bikini']","[0.24, 0.04, 0.04, 0.02, 0.02]",1.458124996146129,0.44,0.611,0.44,0.001,0.526,457,356
brass memorial plaque,9,"['oil filter', 'menu', 'stone wall', 'manhole cover', 'obelisk']","[0.3999999999999999, 0.1999999999999999, 0.1199999999999999, 0.0799999999999999, 0.0199999999999999]",0.8341882859953409,0.0999999999999999,0.026,0.1,0.004,0.063,458,603
bra,13,"['oil filter', 'rhinoceros beetle', 'arabian camel', 'balloon', 'bathtub']","[0.2799999999999999, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.48,0.293,0.48,0.002,0.386,459,1296
breakwater,10,"['oil filter', 'lighthouse', 'dam', 'patio', 'pier']","[0.6600000000000001, 0.04, 0.02, 0.02, 0.02]",1.4965534299311751,0.1399999999999999,0.583,0.14,0.0,0.362,460,277
breastplate,18,"['cuirass', 'oil filter', 'jellyfish', 'silver salmon', 'brass memorial plaque']","[0.3199999999999999, 0.1399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.0269996056981552,0.2199999999999999,0.333,0.22,0.001,0.276,461,398
broom,12,"['oil filter', 'newfoundland dog', 'praying mantis', 'can opener', 'drumstick']","[0.26, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.52,0.65,0.52,0.001,0.585,462,184
bucket,20,"['oil filter', 'mixing bowl', 'storage chest', 'coffee mug', 'macaque']","[0.1999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3608927294433226,0.3399999999999999,0.515,0.34,0.001,0.428,463,327
