classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Unnamed: 0,Class Count
dungeness crab,25,"['rock crab', 'isopod', 'red king crab', 'rotisserie', 'tray']","[0.1399999999999999, 0.1, 0.08, 0.08, 0.06]",0.7500308204401269,0.0,0.0,0.0,0.0,0.0,118,118,1300
rock crab,21,"['chiton', 'hermit crab', 'rock beauty fish', 'conch', 'shoji screen  room divider']","[0.2, 0.08, 0.06, 0.04, 0.04]",1.2832119003429128,0.22,0.2,0.22,0.001,0.21,119,119,1300
fiddler crab,18,"['rock crab', 'hermit crab', 'isopod', 'conch', 'chiton']","[0.34, 0.1399999999999999, 0.08, 0.04, 0.04]",1.1424913242469263,0.04,0.182,0.04,0.0,0.111,120,120,1300
red king crab,31,"['rotisserie', 'spiny lobster', 'shoji screen  room divider', 'barn spider', 'starfish']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.9128709291752763,0.0599999999999999,0.429,0.06,0.0,0.244,121,121,1300
american lobster,34,"['crayfish', 'spiny lobster', 'rotisserie', 'hot pot', 'meatloaf']","[0.1599999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999996,0.0399999999999999,0.4,0.04,0.0,0.22,122,122,1300
spiny lobster,29,"['isopod', 'sea cucumber', 'snorkel', 'sea snake', 'chiton']","[0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",-0.4082482904638629,0.2199999999999999,0.367,0.22,0.001,0.294,123,123,1300
crayfish,35,"['rock crab', 'newt', 'isopod', 'spiny lobster', 'silver salmon']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.0199999999999999,0.083,0.02,0.0,0.052,124,124,1300
hermit crab,25,"['acorn', 'chiton', 'conch', 'earth star fungus', 'rock crab']","[0.1199999999999999, 0.0999999999999999, 0.0799999999999999, 0.0799999999999999, 0.0399999999999999]",-0.3700366501636197,0.0799999999999999,0.182,0.08,0.0,0.131,125,125,1300
isopod,30,"['chiton', 'slug', 'rock beauty fish', 'american dipper', 'mud turtle']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999]",-0.2715454178836389,0.2399999999999999,0.126,0.24,0.002,0.183,126,126,1300
white stork,12,"['crane bird', 'rooster', 'goose', 'ostrich', 'vulture']","[0.2199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.2143286722953988,0.4799999999999999,0.407,0.48,0.001,0.444,127,127,1300
black stork,24,"['crane bird', 'vulture', 'duck', 'common gallinule', 'oystercatcher']","[0.1, 0.08, 0.08, 0.08, 0.08]",1.499999999999997,0.12,0.316,0.12,0.0,0.218,128,128,1300
spoonbill,12,"['duck', 'flamingo', 'airplane wing', 'rooster', 'crane bird']","[0.2199999999999999, 0.1399999999999999, 0.1199999999999999, 0.0999999999999999, 0.0799999999999999]",0.8978957037987331,0.1599999999999999,0.5,0.16,0.0,0.33,129,129,1300
flamingo,20,"['crane bird', 'rooster', 'duck', 'goose', 'jellyfish']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.4599999999999999,0.742,0.46,0.001,0.601,130,130,1300
little blue heron,19,"['common gallinule', 'crane bird', 'american coot', 'limpkin', 'rooster']","[0.1399999999999999, 0.12, 0.08, 0.06, 0.04]",0.1579875514375947,0.18,0.529,0.18,0.0,0.355,131,131,1300
great egret,15,"['white stork', 'little blue heron', 'crane bird', 'duck', 'spoonbill']","[0.3199999999999999, 0.0999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999]",1.407590183797906,0.1399999999999999,0.875,0.14,0.0,0.508,132,132,1300
bittern bird,24,"['limpkin', 'duck', 'ruffed grouse', 'american dipper', 'american coot']","[0.1999999999999999, 0.1599999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",0.5053005453163473,0.0199999999999999,0.143,0.02,0.0,0.081,133,133,1300
crane bird,23,"['bustard', 'ostrich', 'vulture', 'duck', 'rooster']","[0.1399999999999999, 0.1, 0.1, 0.1, 0.08]",0.8675276172357087,0.08,0.057,0.08,0.001,0.068,134,134,1300
limpkin,10,"['vulture', 'ruffed grouse', 'prairie grouse', 'coucal', 'white stork']","[0.08, 0.06, 0.04, 0.02, 0.02]",0.3631734744194302,0.68,0.515,0.68,0.001,0.598,135,135,1300
common gallinule,14,"['rooster', 'american coot', 'duck', 'american robin', 'newt']","[0.2799999999999999, 0.12, 0.1, 0.02, 0.02]",0.8648726010610113,0.2799999999999999,0.237,0.28,0.001,0.258,136,136,1300
american coot,17,"['duck', 'american dipper', 'common gallinule', 'black grouse', 'goose']","[0.16, 0.12, 0.08, 0.04, 0.04]",0.3631734744194302,0.3,0.273,0.3,0.001,0.286,137,137,1300
bustard,19,"['duck', 'bittern bird', 'ostrich', 'vulture', 'rooster']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.2715454178836398,0.4799999999999999,0.462,0.48,0.001,0.471,138,138,1300
ruddy turnstone,8,"['duck', 'american dipper', 'dunlin', 'bustard', 'hen of the woods mushroom']","[0.3600000000000001, 0.1, 0.1, 0.04, 0.04]",1.3129607454460075,0.3,1.0,0.3,0.0,0.65,139,139,1300
dunlin,17,"['duck', 'dowitcher', 'american dipper', 'common redshank', 'shower cap']","[0.2999999999999999, 0.16, 0.08, 0.06, 0.06]",1.004173955221638,0.08,0.4,0.08,0.0,0.24,140,140,1300
common redshank,13,"['american dipper', 'duck', 'vulture', 'ostrich', 'ruffed grouse']","[0.12, 0.12, 0.04, 0.02, 0.02]",0.3365218792190072,0.52,0.812,0.52,0.001,0.666,141,141,1300
dowitcher,13,"['duck', 'american dipper', 'common redshank', 'vulture', 'great grey owl']","[0.34, 0.18, 0.04, 0.02, 0.02]",0.8507488952295122,0.24,0.6,0.24,0.0,0.42,142,142,1300
oystercatcher,15,"['duck', 'goose', 'common gallinule', 'american dipper', 'white stork']","[0.0799999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",7.15940788213702e-16,0.4999999999999999,0.833,0.5,0.001,0.666,143,143,1300
pelican,15,"['duck', 'vulture', 'hornbill', 'goose', 'white stork']","[0.24, 0.12, 0.04, 0.04, 0.04]",1.0269996056981547,0.2799999999999999,0.7,0.28,0.0,0.49,144,144,1300
king penguin,22,"['electric ray', 'australian kelpie', 'poke bonnet', 'drumstick', 'shoji screen  room divider']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.0,0.4599999999999999,1.0,0.46,0.0,0.73,145,145,1300
albatross,21,"['duck', 'ptarmigan', 'white stork', 'hammerhead shark', 'electric ray']","[0.2799999999999999, 0.04, 0.04, 0.02, 0.02]",1.470320908308182,0.2799999999999999,0.412,0.28,0.001,0.346,146,146,1300
grey whale,15,"['duck', 'beach', 'mountain', 'sturgeon', 'electric ray']","[0.1, 0.08, 0.06, 0.04, 0.02]",0.0,0.5,0.532,0.5,0.001,0.516,147,147,1150
killer whale,20,"['albatross', 'grey whale', 'sea lion', 'bikini', 'paddle']","[0.1, 0.1, 0.06, 0.06, 0.04]",0.1111111111111109,0.2999999999999999,1.0,0.3,0.0,0.65,148,148,1300
dugong,13,"['electric ray', 'stingray', 'grey whale', 'sturgeon', 'poke bonnet']","[0.24, 0.04, 0.04, 0.04, 0.04]",1.4999999999999991,0.42,0.5,0.42,0.001,0.46,149,149,1300
sea lion,33,"['australian kelpie', 'dugong', 'spotlight', 'dough', 'hammerhead shark']","[0.08, 0.06, 0.06, 0.06, 0.04]",-8.678512907553492e-16,0.1,0.455,0.1,0.0,0.278,150,150,1300
chihuahua,12,"['spotlight', 'brussels griffon', 'duck', 'golden retriever', 'silver salmon']","[0.6, 0.18, 0.02, 0.02, 0.02]",1.2496201626233747,0.02,0.333,0.02,0.0,0.177,151,151,1300
japanese chin,13,"['spotlight', 'border collie', 'persian cat', 'king charles spaniel', 'dandie dinmont terrier']","[0.1399999999999999, 0.12, 0.08, 0.04, 0.04]",0.1527442975595455,0.42,0.553,0.42,0.001,0.487,152,152,772
maltese,15,"['dandie dinmont terrier', 'toy poodle', 'spotlight', 'rooster', 'miniature poodle']","[0.2999999999999999, 0.16, 0.1, 0.06, 0.06]",0.9667008809649784,0.08,0.8,0.08,0.0,0.44,153,153,1300
pekingese,16,"['spotlight', 'brussels griffon', 'golden retriever', 'japanese chin', 'leonberger']","[0.2799999999999999, 0.2, 0.12, 0.06, 0.04]",0.4024922359499612,0.04,1.0,0.04,0.0,0.52,154,154,1300
shih tzu,24,"['dandie dinmont terrier', 'spotlight', 'toy poodle', 'king charles spaniel', 'otterhound']","[0.22, 0.1399999999999999, 0.08, 0.04, 0.04]",0.6629571364092476,0.08,0.667,0.08,0.0,0.374,155,155,1300
king charles spaniel,11,"['spotlight', 'japanese chin', 'welsh springer spaniel', 'lakeland terrier', 'golden retriever']","[0.44, 0.1, 0.06, 0.02, 0.02]",1.374337594601634,0.24,0.414,0.24,0.001,0.327,156,156,1300
papillon,14,"['spotlight', 'collie', 'japanese chin', 'brussels griffon', 'dandie dinmont terrier']","[0.36, 0.08, 0.06, 0.06, 0.04]",1.4589500792570562,0.18,0.9,0.18,0.0,0.54,157,157,1300
toy terrier,14,"['spotlight', 'brussels griffon', 'australian kelpie', 'miniature pinscher', 'chihuahua']","[0.6, 0.12, 0.04, 0.04, 0.02]",1.414106155413966,0.0,0.0,0.0,0.0,0.0,158,158,860
rhodesian ridgeback,12,"['redbone coonhound', 'brussels griffon', 'spotlight', 'chesapeake bay retriever', 'bloodhound']","[0.3199999999999999, 0.1399999999999999, 0.1399999999999999, 0.0799999999999999, 0.0599999999999999]",1.059878503505355,0.0799999999999999,0.333,0.08,0.0,0.207,159,159,1300
afghan hound,23,"['leonberger', 'otterhound', 'borzoi', 'spotlight', 'velvet fabric']","[0.18, 0.12, 0.06, 0.06, 0.06]",0.8437499999999996,0.06,0.5,0.06,0.0,0.28,160,160,1300
basset hound,10,"['spotlight', 'redbone coonhound', 'english foxhound', 'labrador retriever', 'appenzeller sennenhund']","[0.5800000000000001, 0.1399999999999999, 0.06, 0.04, 0.04]",1.3891177743660006,0.02,1.0,0.02,0.0,0.51,161,161,1300
beagle,7,"['spotlight', 'brussels griffon', 'english foxhound', 'redbone coonhound', 'cardboard box  carton']","[0.74, 0.12, 0.04, 0.04, 0.02]",1.444424092834662,0.0,0.0,0.0,0.0,0.0,162,162,1300
bloodhound,18,"['spotlight', 'redbone coonhound', 'chesapeake bay retriever', 'brussels griffon', 'tibetan mastiff']","[0.2999999999999999, 0.1599999999999999, 0.0799999999999999, 0.0799999999999999, 0.0599999999999999]",1.0344546138102622,0.0199999999999999,0.036,0.02,0.001,0.028,163,163,1300
bluetick coonhound,13,"['spotlight', 'english foxhound', 'german shorthaired pointer', 'american coot', 'japanese chin']","[0.5599999999999999, 0.06, 0.04, 0.02, 0.02]",1.4816106719801927,0.1399999999999999,0.269,0.14,0.001,0.205,164,164,1136
black and tan coonhound,15,"['spotlight', 'bloodhound', 'malinois', 'brussels griffon', 'redbone coonhound']","[0.18, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.00388034885497,0.3199999999999999,0.457,0.32,0.001,0.388,165,165,732
treeing walker coonhound,7,"['spotlight', 'english foxhound', 'beagle', 'redbone coonhound', 'whippet']","[0.74, 0.1399999999999999, 0.02, 0.02, 0.02]",1.4035141563500906,0.02,0.5,0.02,0.0,0.26,166,166,1025
english foxhound,10,"['spotlight', 'redbone coonhound', 'brussels griffon', 'shoji screen  room divider', 'chesapeake bay retriever']","[0.6, 0.04, 0.04, 0.04, 0.02]",1.49554988881875,0.16,0.222,0.16,0.001,0.191,167,167,754
redbone coonhound,13,"['chesapeake bay retriever', 'brussels griffon', 'spotlight', 'bloodhound', 'dugong']","[0.1, 0.1, 0.1, 0.04, 0.02]",-0.5071295169770326,0.48,0.043,0.48,0.011,0.262,168,168,1290
borzoi,13,"['spotlight', 'clumber spaniel', 'appenzeller sennenhund', 'military hat bearskin or shako', 'irish wolfhound']","[0.4599999999999999, 0.04, 0.04, 0.04, 0.02]",1.492114553690294,0.24,0.387,0.24,0.001,0.314,169,169,1300
irish wolfhound,21,"['otterhound', 'appenzeller sennenhund', 'spotlight', 'leonberger', 'bridegroom']","[0.0999999999999999, 0.0999999999999999, 0.0999999999999999, 0.0599999999999999, 0.0599999999999999]",-0.4082482904638637,0.18,0.2,0.18,0.001,0.19,170,170,1300
italian greyhound,19,"['spotlight', 'redbone coonhound', 'whippet', 'ibizan hound', 'australian kelpie']","[0.5, 0.04, 0.04, 0.04, 0.04]",1.4999999999999991,0.0,0.0,0.0,0.0,0.0,171,171,1300
whippet,21,"['spotlight', 'saluki', 'english foxhound', 'chesapeake bay retriever', 'duck']","[0.5, 0.08, 0.04, 0.04, 0.02]",1.458517556052727,0.0,0.0,0.0,0.0,0.0,172,172,1300
ibizan hound,19,"['spotlight', 'english foxhound', 'redbone coonhound', 'saluki', 'diaper']","[0.42, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.489292541074081,0.0599999999999999,0.333,0.06,0.0,0.196,173,173,1300
norwegian elkhound,20,"['spotlight', 'malinois', 'brussels griffon', 'australian kelpie', 'velvet fabric']","[0.2999999999999999, 0.1, 0.06, 0.04, 0.04]",1.3276629577631596,0.16,0.364,0.16,0.0,0.262,174,174,1300
otterhound,14,"['leonberger', 'spotlight', 'irish terrier', 'norfolk terrier', 'soft coated wheaten terrier']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.54,0.117,0.54,0.005,0.328,175,175,738
saluki,20,"['spotlight', 'english foxhound', 'appenzeller sennenhund', 'afghan hound', 'otterhound']","[0.32, 0.06, 0.06, 0.04, 0.04]",1.4745160342473118,0.12,0.25,0.12,0.0,0.185,176,176,1300
scottish deerhound,16,"['irish wolfhound', 'otterhound', 'leonberger', 'appenzeller sennenhund', 'ostrich']","[0.22, 0.2, 0.12, 0.08, 0.02]",-0.1062776526330065,0.1399999999999999,0.292,0.14,0.0,0.216,177,177,1300
weimaraner,17,"['redbone coonhound', 'spotlight', 'chesapeake bay retriever', 'australian kelpie', 'velvet fabric']","[0.26, 0.18, 0.16, 0.04, 0.04]",0.076290872641934,0.08,1.0,0.08,0.0,0.54,178,178,1300
staffordshire bull terrier,15,"['spotlight', 'australian kelpie', 'brussels griffon', 'redbone coonhound', 'american staffordshire terrier']","[0.32, 0.1399999999999999, 0.12, 0.04, 0.04]",0.9459701872932564,0.08,0.571,0.08,0.0,0.325,179,179,1300
american staffordshire terrier,12,"['spotlight', 'brussels griffon', 'redbone coonhound', 'chesapeake bay retriever', 'velvet fabric']","[0.54, 0.12, 0.1, 0.04, 0.04]",1.3943124887282003,0.02,0.083,0.02,0.0,0.052,180,180,1300
bedlington terrier,19,"['spotlight', 'miniature poodle', 'bouvier des flandres dog', 'mitten', 'otterhound']","[0.16, 0.12, 0.1, 0.08, 0.04]",-3.3881317890172014e-16,0.1399999999999999,0.2,0.14,0.001,0.17,181,181,1258
border terrier,19,"['spotlight', 'brussels griffon', 'otterhound', 'golden retriever', 'german shepherd dog']","[0.34, 0.16, 0.08, 0.02, 0.02]",0.9106468294972392,0.1,0.122,0.1,0.001,0.111,182,182,1300
kerry blue terrier,22,"['bouvier des flandres dog', 'curly coated retriever', 'bedlington terrier', 'velvet fabric', 'standard poodle']","[0.2199999999999999, 0.18, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.4076135177151808,0.0599999999999999,0.429,0.06,0.0,0.244,183,183,1273
irish terrier,20,"['spotlight', 'otterhound', 'border terrier', 'dhole', 'norfolk terrier']","[0.18, 0.1399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.5120402716466275,0.1599999999999999,0.148,0.16,0.001,0.154,184,184,1300
norfolk terrier,17,"['otterhound', 'spotlight', 'norwich terrier', 'redbone coonhound', 'irish terrier']","[0.18, 0.12, 0.04, 0.02, 0.02]",0.6269617454490731,0.38,0.168,0.38,0.002,0.274,185,185,1300
norwich terrier,15,"['norfolk terrier', 'spotlight', 'otterhound', 'cairn terrier', 'border terrier']","[0.36, 0.08, 0.06, 0.04, 0.02]",1.4057672753352497,0.24,0.3,0.24,0.001,0.27,186,186,1300
yorkshire terrier,22,"['norfolk terrier', 'otterhound', 'spotlight', 'australian terrier', 'dandie dinmont terrier']","[0.2999999999999999, 0.1, 0.08, 0.04, 0.04]",1.291736284860293,0.06,1.0,0.06,0.0,0.53,187,187,1300
wire fox terrier,19,"['lakeland terrier', 'soft coated wheaten terrier', 'bedlington terrier', 'miniature poodle', 'spotlight']","[0.3999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0599999999999999]",1.4528316444030624,0.0,0.0,0.0,0.0,0.0,188,188,977
lakeland terrier,23,"['spotlight', 'otterhound', 'miniature poodle', 'norfolk terrier', 'irish terrier']","[0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.692728407492539,0.0999999999999999,0.075,0.1,0.001,0.088,189,189,1300
sealyham terrier,23,"['lakeland terrier', 'spotlight', 'bedlington terrier', 'soft coated wheaten terrier', 'clumber spaniel']","[0.16, 0.16, 0.1, 0.1, 0.08]",0.2561204162859409,0.0,0.0,0.0,0.0,0.0,190,190,936
airedale terrier,20,"['spotlight', 'otterhound', 'border terrier', 'lakeland terrier', 'soft coated wheaten terrier']","[0.2199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.1524389144206812,0.2199999999999999,0.458,0.22,0.0,0.339,191,191,1300
cairn terrier,19,"['norwich terrier', 'otterhound', 'norfolk terrier', 'spotlight', 'border terrier']","[0.24, 0.2, 0.1399999999999999, 0.08, 0.06]",0.1273544229726927,0.0,0.0,0.0,0.0,0.0,192,192,1300
australian terrier,20,"['norfolk terrier', 'norwich terrier', 'spotlight', 'otterhound', 'border terrier']","[0.16, 0.16, 0.16, 0.08, 0.06]",-0.4692912730377024,0.02,0.25,0.02,0.0,0.135,193,193,1300
dandie dinmont terrier,17,"['soft coated wheaten terrier', 'spotlight', 'otterhound', 'lakeland terrier', 'toy poodle']","[0.2, 0.12, 0.1, 0.06, 0.06]",0.816360733664612,0.18,0.134,0.18,0.001,0.157,194,194,1156
boston terrier,7,"['spotlight', 'brussels griffon', 'velvet fabric', 'staffordshire bull terrier', 'oxygen mask']","[0.7999999999999998, 0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4912797544087613,0.0199999999999999,1.0,0.02,0.0,0.51,195,195,1300
miniature schnauzer,22,"['spotlight', 'irish wolfhound', 'otterhound', 'bedlington terrier', 'lakeland terrier']","[0.2399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4999999999999996,0.1999999999999999,0.455,0.2,0.0,0.328,196,196,1300
giant schnauzer,25,"['bouvier des flandres dog', 'irish terrier', 'shoji screen  room divider', 'leonberger', 'irish wolfhound']","[0.1399999999999999, 0.08, 0.08, 0.06, 0.04]",0.7683612488578232,0.1,0.357,0.1,0.0,0.228,197,197,1300
standard schnauzer,15,"['otterhound', 'irish wolfhound', 'spotlight', 'miniature schnauzer', 'scottish deerhound']","[0.32, 0.12, 0.12, 0.1, 0.04]",1.1205839895284349,0.02,0.5,0.02,0.0,0.26,198,198,1300
scottish terrier,26,"['curly coated retriever', 'bouvier des flandres dog', 'appenzeller sennenhund', 'velvet fabric', 'scottish deerhound']","[0.08, 0.08, 0.08, 0.08, 0.04]",-1.4999999999999991,0.12,0.375,0.12,0.0,0.248,199,199,1300
tibetan terrier,20,"['otterhound', 'soft coated wheaten terrier', 'dandie dinmont terrier', 'norfolk terrier', 'leonberger']","[0.16, 0.1399999999999999, 0.1, 0.08, 0.08]",0.3804646084815739,0.02,0.5,0.02,0.0,0.26,200,200,1300
australian silky terrier,21,"['otterhound', 'norfolk terrier', 'irish terrier', 'velvet fabric', 'border terrier']","[0.22, 0.16, 0.08, 0.06, 0.04]",0.5321811563901747,0.06,0.3,0.06,0.0,0.18,201,201,1300
soft coated wheaten terrier,23,"['otterhound', 'norfolk terrier', 'border terrier', 'spotlight', 'irish terrier']","[0.16, 0.08, 0.06, 0.06, 0.04]",1.1701586322559534,0.18,0.118,0.18,0.002,0.149,202,202,1300
west highland white terrier,18,"['spotlight', 'lakeland terrier', 'otterhound', 'norfolk terrier', 'bedlington terrier']","[0.32, 0.08, 0.06, 0.06, 0.04]",1.4456150556920688,0.1,0.625,0.1,0.0,0.362,203,203,1300
lhasa apso,21,"['dandie dinmont terrier', 'spotlight', 'otterhound', 'soft coated wheaten terrier', 'golden retriever']","[0.2799999999999999, 0.12, 0.08, 0.08, 0.06]",1.2945335326098273,0.02,0.333,0.02,0.0,0.177,204,204,1300
flat coated retriever,17,"['australian kelpie', 'velvet fabric', 'curly coated retriever', 'labrador retriever', 'schipperke']","[0.12, 0.1, 0.04, 0.04, 0.04]",0.5071295169770306,0.42,0.323,0.42,0.001,0.372,205,205,1300
curly coated retriever,20,"['australian kelpie', 'kerry blue terrier', 'chesapeake bay retriever', 'irish water spaniel', 'velvet fabric']","[0.12, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.42,0.202,0.42,0.002,0.311,206,206,1218
golden retriever,12,"['spotlight', 'velvet fabric', 'otterhound', 'labrador retriever', 'chesapeake bay retriever']","[0.4, 0.04, 0.02, 0.02, 0.02]",1.4902129538256794,0.36,0.186,0.36,0.002,0.273,207,207,1300
labrador retriever,12,"['spotlight', 'golden retriever', 'velvet fabric', 'redbone coonhound', 'chesapeake bay retriever']","[0.4999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4915378625294733,0.2399999999999999,0.353,0.24,0.001,0.296,208,208,1300
chesapeake bay retriever,14,"['spotlight', 'velvet fabric', 'australian kelpie', 'cardboard box  carton', 'diaper']","[0.2, 0.06, 0.04, 0.04, 0.04]",1.445137571045883,0.44,0.185,0.44,0.002,0.312,209,209,1300
